"","user_id","created_at","screen_name","text","source","favorite_count","retweet_count","...1","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","lang","location","account_created_at","followers_count"
"11","3349673331",2020-06-10 19:20:06,"JourDuMali","#Santé #Mali–Laboratoires #Covid-19: Décentraliser les tests pour mieux traiter
https://t.co/qmIpeEpDlZ","Twitter for Android",0,0,"Santé","Mali","Covid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr","",2015-06-28 20:31:00,8548
"12","3349673331",2020-06-10 19:14:41,"JourDuMali","#Mali #Bamako #Santé #COVID-19 : Immersion dans le Laboratoire de Biologie Moléculaire Appliquée (LBMA)
https://t.co/0X8RV6KLKz","Twitter for Android",0,0,"Mali","Bamako","Santé","COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr","",2015-06-28 20:31:00,8548
"13","1255881352622284801",2020-06-10 19:20:05,"ProZcomJobs","Translation/editing/proofing job
Translation - Other - 6000 words
French to English
Jun 17, 2020 23:00:00
https://t.co/6frjsdwkbU

#t9njobs #xl8 #t9n #covid","ProZ.com Translation Jobs",0,0,"t9njobs","xl8","t9n","covid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","",2020-04-30 15:27:25,68
"14","1229472244319084545",2020-06-10 19:20:04,"nisarsaqibgmai1","now when the lockdown is lifted without defining any SOPs, #COVID-19 Mr @ImranKhanPTI asks nation to take care of themselves own their own, no proper SOPs are conveyed to the public through advertisement or through any of his speeches or athrough any of his speaker, hospitals are","Twitter for iPhone",0,0,"COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","Islamabad, Pakistan",2020-02-17 18:27:05,4
"15","1320850326",2020-06-10 19:20:03,"ItaipChiapas","📌 El @ItaipChiapas te invita a la conferencia virtual: ""Retos para el tratamiento de datos personales, durante y después del #COVID-19”, que impartirá la Dra. @JosefinaRomanV, Comisionada del @INAImexico.
🗓️ 15 de junio⏰18:00 hrs
🎥 Síguenos en vivo a través de redes sociales. https://t.co/oGBf2sHheV","Twitter for Android",0,0,"COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es","",2013-04-01 18:08:41,1231
"16","1320850326",2020-06-10 13:53:47,"ItaipChiapas","El @ItaipChiapas pone a disposición de la población el micrositio #TransparenciaProactiva sobre #Covid-19 procesamos información útil sobre la pandemia. Te invitamos a conocer más en https://t.co/vWm6ILj75m https://t.co/udaIrJDTcF","Twitter for Android",0,0,"TransparenciaProactiva","Covid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es","",2013-04-01 18:08:41,1231
"17","52998787",2020-06-10 19:20:02,"emeequis","Todo estaba listo para el trasplante de riñón de Pablo, pero le hablaron el viernes 13 de marzo para decirle que se suspendía. Ahora tiene que seguir en diálisis hasta que se acabe la pandemia de #COVID. 
https://t.co/qqZRQMDyF4","Twitter Web App",0,0,"COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es","México",2009-07-02 07:12:21,431406
"18","60982554",2020-06-10 19:20:00,"urbeconomica","#Junio, mes crucial para el #COVID-19: #OPS https://t.co/QB6aYj1or5 https://t.co/nCqTbr7lkG","TweetDeck",0,0,"Junio","COVID","OPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es","Puebla, México",2009-07-28 18:34:33,8495
"19","60982554",2020-06-10 17:20:00,"urbeconomica","#Junio, mes crucial para el #COVID-19: #OPS https://t.co/QB6aYjiZPF  @CCEPuebla @CoparmexPuebla https://t.co/P057dbKGep","TweetDeck",0,0,"Junio","COVID","OPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es","Puebla, México",2009-07-28 18:34:33,8495
"20","60982554",2020-06-10 16:20:00,"urbeconomica","#Junio, mes crucial para el #COVID-19: #OPS https://t.co/QB6aYjiZPF https://t.co/YrtpsiFATv","TweetDeck",0,0,"Junio","COVID","OPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es","Puebla, México",2009-07-28 18:34:33,8495
"21","60982554",2020-06-10 18:20:00,"urbeconomica","#Junio, mes crucial para el #COVID-19: #OPS https://t.co/QB6aYj1or5 https://t.co/yK7MvC57oy","TweetDeck",0,0,"Junio","COVID","OPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es","Puebla, México",2009-07-28 18:34:33,8495
"22","60982554",2020-06-10 15:20:00,"urbeconomica","#Junio, mes crucial para el #COVID-19: #OPS https://t.co/QB6aYjiZPF  @canacintrap @canacintrap https://t.co/YFshluuoGR","TweetDeck",0,0,"Junio","COVID","OPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es","Puebla, México",2009-07-28 18:34:33,8495
"23","1257680031364648960",2020-06-10 19:19:57,"CopingProject","#COVID19 #COVID #CopingWithCovid #coronavirus #PandemicCopingProject","Twitter Web App",0,0,"COVID19","COVID","CopingWithCovid","coronavirus","PandemicCopingProject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"und","",2020-05-05 14:35:00,7
"24","2804434455",2020-06-10 19:19:56,"Manos81A","#COVID19espana. Δεν τελείωσε τίποτε.
#κορονοιος #κορωνοιος #coronavirusEspana #Covid_19 #COVIDー19 #COVID https://t.co/ydQpOeqZi6","Twitter Web App",0,0,"COVID19espana","κορονοιος","κορωνοιος","coronavirusEspana","Covid_19","COVIDー19","COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"el","",2014-10-04 09:54:18,157
"25","1054530131413348353",2020-06-10 19:19:25,"CclNaperville","The best lesson we can learn from #COVID is to listen to the information given to us by specialists and make the necessary changes to avoid catastrophe. Scientists are telling us we must act now to avoid irrevocable destruction caused by #ClimateChange.
https://t.co/8GuzjDafuI","Twitter Web App",0,0,"COVID","ClimateChange",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","Naperville, IL",2018-10-23 00:29:10,174
"26","76942101",2020-06-10 19:19:03,"pipacomunicacao","#namídia Lukas &amp; Gustavo entregam doações para instituições de Santo Antônio de Jesus #assessoria #pipacomunicação #lukasegustavo #doações #COVID #coronavirus @SiteLiciaFabio https://t.co/fjwN2tVDs3","Twitter Web App",0,1,"namídia","assessoria","pipacomunicação","lukasegustavo","doações","COVID","coronavirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pt","Salvador",2009-09-24 13:44:17,1651
"27","502056178",2020-06-10 19:18:55,"JMPerroneMD","Join now @NIDAnews @Facebook @DonofrioGail @kathryn_hawk @rp_mccormack talking to Dr. Nora Volkow about #COVID and OUD- are overdoses going up? Data lags but we suspect yes @DEAPHILADELPHIA @PAHarmReduction @PAHealthDep https://t.co/FZKH7Hei1k","Twitter for iPhone",0,0,"COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","Philadelphia",2012-02-24 19:23:58,2732
"28","502056178",2020-06-10 19:17:40,"JMPerroneMD","Join now @NIDAnews @Facebook @DonofrioGail @kathryn_hawk @rp_mccormack talking to Dr. Nora Volkow about #COVID and OUD- are overdoses going up? Data lags but we suspect yes @DEAPHILADELPHIA @PAHarmReduction @PAHealthDept","Twitter for iPhone",1,1,"COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","Philadelphia",2012-02-24 19:23:58,2732
"29","14649737",2020-06-10 19:18:48,"StevenFeldman","Now @phobeo talking about @localistico the impact of #COVID on some of their customers #GeoMob https://t.co/ttJtaop9yi","Tweetbot for Mac",0,0,"COVID","GeoMob",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","London of course, where else?",2008-05-04 17:10:27,2520
"30","3390611627",2020-06-10 19:18:46,"RotaryMeaux","Pour tous ceux qui souhaitent contribuer à une étude regroupant 15 pays, questionnaire rapide 👍😉 #covid https://t.co/6k3pMHVNc3","LinkedIn",0,0,"covid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr","Poincy, Ile-de-France",2015-07-24 07:30:58,142
"31","2209622064",2020-06-10 19:18:45,"CaceresLlica","Hoy entregamos 17,800 implementos de bioseguridad al personal de salud de nuestro hospital #COVID H.Delgado.
No diré que es suficiente, porque es necesario seguir entregando mas implementos; seguimos trabajando para darles mejores condiciones para enfrentar esta pandemia. https://t.co/jwcTCJjolo","Twitter for iPhone",0,0,"COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es","Arequipa",2013-11-22 22:29:11,1138
"32","437281039",2020-06-10 19:18:36,"blairs7x70","Crazy how @FoxNews @dailybriefing @DanaPerino chose not to air @PressSec briefing 
#JusticeForGeorgeFloyd 
#JusticeForDaveDorn 
#RenamingMilitaryBases
#DefendTheBlue
#Covid
#RiotsAndRallys 
Instead drives negative narrative of @POTUS https://t.co/VikqBoaXoW","Twitter for iPhone",0,0,"JusticeForGeorgeFloyd","JusticeForDaveDorn","RenamingMilitaryBases","DefendTheBlue","Covid","RiotsAndRallys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","",2011-12-15 06:37:07,11968
"33","1904798689",2020-06-10 19:18:36,"GeorgePersekian","As restaurants slowly reopen, consumers are looking for one thing — assurances regarding their health and safety. In this article, we outline some tips and strategies to help restaurant owners ease the concerns of cautious diners. #COVID-19 https://t.co/0Fy23GzRGN","Clearview Social, Inc.",0,0,"COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","Chicago, IL",2013-09-25 16:39:00,42
"34","930254798401794049",2020-06-10 19:18:35,"JB_Rain_Maker","#JeromePowell Should Point Out That Marijuana Is Good For Anxiety In The Face Of #COVID Economic Downer News - $HEMP $PURA $USMJ $SGMD $POTN $CBDD https://t.co/Ac9YA0yHEJ","Twitter Web App",0,0,"JeromePowell","COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","United States",2017-11-14 02:03:22,1037
"35","24940043",2020-06-10 19:18:23,"websoundcr","86 casos confirmados de #COVID-19 para el día 10 de junio. 🤦‍♂️
Es la cifra diaria más alta, me parece.","Twitter for Android",0,0,"COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es","Costa Rica Tuanix !!!",2009-03-17 19:44:55,1409
"36","2392591490",2020-06-10 19:18:18,"christellebowa","#COVID-19
Special Olympics Sénégal (SO Sénégal) rejoint la campagne « Restons Prudents », de Speak Up Africa en s’alliant avec la marque Tongoro pour protéger ses athlètes du COVID-19
@SpeakUpAfrica1 
@SpecialOCanada https://t.co/4diJA55sCD","Twitter Web App",0,0,"COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr","",2014-03-16 11:51:07,354
"37","1405103407",2020-06-10 19:18:16,"BauhausonAcid","Can't wait for @POTUS to start another genocide to try to distract from how much of an idiot #COVID and #BLM are making him look.","Twitter for Android",0,0,"COVID","BLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","",2013-05-05 13:34:29,27
"38","786625296",2020-06-10 19:18:11,"titrespresse","(Le Télégramme): 23 morts du #Covid-19 en 24 heures en #France : Vingt-trois personnes supplémentaires sont décédées du Covid-19 dans les dernières vingt-quatre heures, mais aucun indicateur ne laisse entrevoir de reprise de.. https://t.co/f3izy9VyNR https://t.co/086GDrgBF9","Titrespresse.com to Twitter",0,0,"Covid","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr","",2012-08-28 09:37:13,2354
"39","786625296",2020-06-10 19:18:12,"titrespresse","(France Bleu): #Covid-19: lancement des tests sérologiques gratuits pour les #Niçois : La mairie de Nice propose à partir de ce mercredi 10 juin des tests sérologiques gratuits. Ce dépistage massif de la population est organisé.. https://t.co/QSKW5sUFkd https://t.co/Neg7LfXdo9","Titrespresse.com to Twitter",0,0,"Covid","Niçois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr","",2012-08-28 09:37:13,2354
"40","786625296",2020-06-10 16:02:13,"titrespresse","(Libération): #Covid-19 : pourquoi les chiffres de contaminations de #Santé publique France et du gouvernement sont-ils si différents ? : Le site info-coronavirus du gouvernement et celui de l'agence sanitaire ne publient pas le.. https://t.co/XGdBGXasvO https://t.co/rCn3oVPzfY","Titrespresse.com to Twitter",0,0,"Covid","Santé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr","",2012-08-28 09:37:13,2354
"41","4010701995",2020-06-10 19:17:56,"LuluMorenoF","Si no nos morimos de #covid nos moriremos de frustración por este puto gobierno que no sirve pa una vergsss.","Twitter for Android",0,0,"covid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es","",2015-10-21 16:45:38,149
"42","743191425374814210",2020-06-10 19:17:55,"bestlauraeverr","And 25% is closed off to protect the driver (which is good) but cap the people allowed on the bus at one time! @MTA @NYCMayor @NYGovCuomo #mta #covid #covid19 #covidnyc #nyc","Twitter for iPhone",0,0,"mta","covid","covid19","covidnyc","nyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","New York, NY",2016-06-15 21:20:18,24
"43","743191425374814210",2020-06-10 19:14:39,"bestlauraeverr","@NYGovCuomo @NYCMayor @MTA this is my second bus today and both were packed and both had at least two people without masks... how are we suppose to go into phase  2 with offices jobs and busses already look like this. This is not safe! #COVID19 #mta #covidnyc #nyc #COVID https://t.co/x2YILqhDeL","Twitter for iPhone",1,0,"COVID19","mta","covidnyc","nyc","COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","New York, NY",2016-06-15 21:20:18,24
"44","627714121",2020-06-10 19:17:42,"Annamsmithx","If anyone fancies sending me money cos I’m broke. Please do! DM for my paypal ✌️
#covid #SugarDaddyuk","Twitter for iPhone",0,0,"covid","SugarDaddyuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","Maldon, Essex",2012-07-05 20:31:32,972
"45","822960039707234304",2020-06-10 19:17:41,"ccunningham821","@moneywisecom sounds like a #setup #COVID #Trapped","Twitter Web App",0,0,"setup","COVID","Trapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","United States",2017-01-22 00:12:18,591
"46","30629175",2020-06-10 19:17:35,"wkd666","@10DowningStreet @CamdenMarket #Covid secure is just another way of rinsing money from businesses as folk are forced to rush off &amp; sit tests to get a certificate in common sense","Twitter for iPhone",0,0,"Covid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","England, United Kingdom",2009-04-12 09:41:16,124
"47","1243569441725693955",2020-06-10 17:36:27,"RepublicNewYork","@crosshairsonyou @PHARAOH_ATEN_ @raymond_kendal @Lloyd04828435 @tiott34 @qanon9216 @laney_tr @ginanotjenna17 @fitz_iz @AussiePatriotQ @KLBCanfield @mrcleansedotcom @specialistgi @oceanswith @JakeForLiberty 4)
The agenda of #COVID19 &amp; the 2nd wave.

I wanted to inform everyone the upgrade component of the 5G and how is going to attack us.

The WiFi 60 GHz millimeter beam forming to aim at our faces to deplete oxygen. 
#coronavirus
#COVID 
#lockdown4guidelines 
#StayAtHome","Twitter for Android",0,0,"COVID19","coronavirus","COVID","lockdown4guidelines","StayAtHome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","Independent Nation of New York",2020-03-27 16:04:17,79
"48","1243569441725693955",2020-06-10 17:51:10,"RepublicNewYork","@crosshairsonyou @PHARAOH_ATEN_ @raymond_kendal @Lloyd04828435 @tiott34 @qanon9216 @laney_tr @ginanotjenna17 @fitz_iz @AussiePatriotQ @KLBCanfield @mrcleansedotcom @specialistgi @oceanswith @JakeForLiberty 14)
....wireless network is still mostly running on 4G.

This flyer below will help explain to others why #COVID19 is bull sh*t. Check this flyer out and pass it on.

Thank you, 
#coronavirus
#COVID
https://t.co/ax7a3yGs23","Twitter for Android",1,0,"COVID19","coronavirus","COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","Independent Nation of New York",2020-03-27 16:04:17,79
"49","1243569441725693955",2020-06-10 17:44:00,"RepublicNewYork","@crosshairsonyou @PHARAOH_ATEN_ @raymond_kendal @Lloyd04828435 @tiott34 @qanon9216 @laney_tr @ginanotjenna17 @fitz_iz @AussiePatriotQ @KLBCanfield @mrcleansedotcom @specialistgi @oceanswith @JakeForLiberty 10)
""Trump says America must win race to build 5G"" on YouTube
https://t.co/ofAT4g46Jj
#coronavirus
#COVID
#wednesdaymorning","Twitter for Android",1,0,"coronavirus","COVID","wednesdaymorning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","Independent Nation of New York",2020-03-27 16:04:17,79
"50","1243569441725693955",2020-06-10 17:41:04,"RepublicNewYork","@crosshairsonyou @PHARAOH_ATEN_ @raymond_kendal @Lloyd04828435 @tiott34 @qanon9216 @laney_tr @ginanotjenna17 @fitz_iz @AussiePatriotQ @KLBCanfield @mrcleansedotcom @specialistgi @oceanswith @JakeForLiberty 7)
 ""Full Force of US Military Called Out for Mass Forced Vaccination ~ Stay Silent, Comply, Obey, Submit"" on YouTube
#coronavirus
#COVID
#wednesdaymorning
https://t.co/7NXXQWSvBd","Twitter for Android",1,0,"coronavirus","COVID","wednesdaymorning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","Independent Nation of New York",2020-03-27 16:04:17,79
"51","1243569441725693955",2020-06-10 19:17:29,"RepublicNewYork","@crosshairsonyou @PHARAOH_ATEN_ @raymond_kendal @Lloyd04828435 @tiott34 @qanon9216 @laney_tr @ginanotjenna17 @fitz_iz @AussiePatriotQ @KLBCanfield @mrcleansedotcom @specialistgi @oceanswith @JakeForLiberty @joeimbriano777 27)
Washington D.C. along with the insurgent state govenors are part of the New World Order, An order that is World Communism. Footnote: Title 8 of the United States Code, Section 1101(40)(a) for the definition of so-called Democracy. 
#coronavirus
 #COVID https://t.co/wY07AIyptj","Twitter for Android",0,0,"coronavirus","COVID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","Independent Nation of New York",2020-03-27 16:04:17,79
