"","user_id","created_at","screen_name","text","source","favorite_count","retweet_count","...1","...2","...3","...4","...5","lang","location","account_created_at","followers_count"
"14","46335511",2020-06-05 05:31:30,"Trevornoah","A hundred days ago @NYGovCuomo asked New Yorkers to do the right thing to help keep people safe and they did. Now, New Yorkers are asking him to do the right thing and he replies by telling them they’re not seeing what they’re seeing? https://t.co/OPJMyHiszt","Twitter for iPhone",14433,3865,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"15","46335511",2020-06-05 04:38:01,"Trevornoah","24 hours later https://t.co/u6BOGbzW6A","Twitter for iPhone",0,125089,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"16","46335511",2020-06-05 04:35:03,"Trevornoah","Again, if they’re doing this to old white men ON camera, imagine what the fuck is happening off camera. https://t.co/aWM1sl8wRj","Twitter for iPhone",0,162573,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"17","46335511",2020-06-04 16:42:08,"Trevornoah","Why are white Americans under the impression that Black people don’t have grandfathers who fought in those same wars?","Twitter for iPhone",0,106572,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"18","46335511",2020-06-04 16:02:46,"Trevornoah","Laura Ingraham’s comments on LeBron James Vs. Laura Ingraham’s defense of Drew Brees https://t.co/Ki3uvK02o2","Twitter for iPhone",0,43676,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"19","46335511",2020-06-02 15:20:07,"Trevornoah","If you are participating in this, don’t use the tag #BlackLivesMatter. It’s pushing down important and relevant content. Use #BlackOutTuesday. https://t.co/OPMNeEB15n","Twitter for iPhone",0,14322,"BlackLivesMatter",NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"20","46335511",2020-06-02 15:02:04,"Trevornoah","If white privilege was a photo: https://t.co/9kUEvFFPkv","Twitter for iPhone",0,81897,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"21","46335511",2020-06-02 15:01:02,"Trevornoah","You have to more than hashtag #BlackOutTuesday - EDUCATE YOURSELF ⬇️ https://t.co/6eStViP6gQ","Twitter for iPhone",0,6683,"BlackOutTuesday",NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"22","46335511",2020-06-02 14:56:12,"Trevornoah","Ask yourself, why is arresting people for petty theft &amp; vandalism a greater law enforcement priority than firing &amp; arresting police officers who we know committed murder? 

That tells you what the priorities of the system are, that it’s not about justice or about fighting crime.","Twitter for iPhone",0,6282,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"23","46335511",2020-05-31 15:36:49,"Trevornoah","folks involved in protests need to find local community organizations and get plugged in. marching, rallying, protesting is the easy part — what's difficult but necessary is sustaining and evolving this energy through grassroots organizing.","Twitter for iPhone",0,2534,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"24","46335511",2020-05-31 15:35:01,"Trevornoah","In today's criminal justice news, a SWAT unit in Salt Lake City UT deploys 

And decides one of their top priorities is knocking a gray-haired old man with a cane down to the ground 

 https://t.co/9Q1PiEJ8LA","Twitter for iPhone",0,20966,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"25","46335511",2020-05-31 15:33:10,"Trevornoah","white people be like “change is not radical unless i am comfortable. — martin luther king.”","Twitter for iPhone",0,25342,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"26","46335511",2020-05-31 15:31:16,"Trevornoah","I don’t like to blame bots for much because I know there’s definitely a lot of actual people worth dog shit on here, but there are absolutely a lot of bots this evening.","Twitter for iPhone",0,1975,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"27","46335511",2020-05-31 15:31:03,"Trevornoah","Nashville is being destroyed right now. Every brick I saw thrown without exception was thrown by white people. This man was yelling at these white people who’d just put horse excrement on a cop car and broke out their windows. He said, ‘they’ll blame us!’ #NashvilleProtest https://t.co/TWL5VFeWGq","Twitter for iPhone",0,27583,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"28","46335511",2020-05-31 15:12:19,"Trevornoah","Genesee County Sheriff (Flint, Michigan) Chris Swanson put down his helmet and baton and asked protesters how he could help. 

The protesters chanted ""walk with us"" so the Sheriff joined — and walked alongside the protesters in solidarity.

Leadership.🌎❤️ https://t.co/Vs3941C2o8","Twitter for iPhone",0,135426,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"29","46335511",2020-05-31 14:52:41,"Trevornoah","I mean. They couldn’t stop themselves from blatantly escalating things. Even for a few days, even cynically, even for the optics. https://t.co/YVDjnvVGnY","Twitter for iPhone",0,71134,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"30","46335511",2020-05-30 15:49:51,"Trevornoah","Black organizers in Minneapolis had to confront white Protesters and tell them to chill the fuck out. https://t.co/sDaVYWLSIP","Twitter for iPhone",0,13384,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"31","46335511",2020-05-30 15:15:09,"Trevornoah","My dental office in the Linden Hills neighborhood of southwest Minneapolis is boarding up their windows this afternoon. We are a long way from the protests, so let's be clear about what's going on here. We don't have a protest problem. We have a policing problem. A thread: 1/ https://t.co/U4Lxnh7MPd","Twitter for iPhone",0,8630,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"32","46335511",2020-05-30 15:06:22,"Trevornoah","Wow. Look at the black people begging them to stop. https://t.co/5KZvb2dSGk","Twitter for iPhone",0,123256,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"33","46335511",2020-05-30 14:59:10,"Trevornoah","I'm telling y all, this does not feel right...at all... https://t.co/P70ZlIFXav","Twitter for iPhone",0,45144,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"34","46335511",2020-05-30 14:57:08,"Trevornoah","We’ve seen this in South Africa before. Beware of agitators and instigators who use legitimate protests to ignite chaos between protestors and police.","Twitter for iPhone",352916,92733,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"35","46335511",2020-05-30 14:45:53,"Trevornoah","Video shows a suspicious white man breaking windows at the Minneapolis Auto Zone and then walking away from the scene. This looks like an effort to instigate trouble in order to blame the protesters for the consequences.

🎥 Matthew Giddings
https://t.co/T7oVM1MuCE https://t.co/jafqL1egeM","Twitter for iPhone",0,25900,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"36","46335511",2020-05-30 01:04:03,"Trevornoah","#JusticeForGeorgeFloyd https://t.co/6zToUBHfzv","Twitter Web App",22930,6243,"JusticeForGeorgeFloyd",NA,NA,NA,NA,"und","New York, NY",2009-06-11 07:03:48,10717603
"37","46335511",2020-05-27 20:13:21,"Trevornoah","I would never use a video of a cute baby to promote a new episode of my podcast. It just happened to get uploaded at the same time as a new episode of my podcast. So enjoy this video and then click https://t.co/K5HpyxqSv3 for a new episode of the podcast! 🎥: @samsonthedood https://t.co/IsPtztk7xl","Twitter Web App",4826,342,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"38","46335511",2020-05-27 14:34:45,"Trevornoah","Congratulations to everyone who put this show together. It was an honour to be a part of it! https://t.co/dx9X4ktk8M","Twitter Web App",1624,116,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"39","46335511",2020-05-27 05:08:13,"Trevornoah","It happened 😄🙌🏽🙌🏽🙌🏽🙌🏽 https://t.co/oD1GLWNhO2 https://t.co/mqyxQiULP4","Twitter for iPhone",2879,240,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"40","46335511",2020-05-23 20:52:35,"Trevornoah","I’m so honoured to be producing a movie about this amazing young man and his family’s extraordinary journey and I can’t wait for everyone to share in it. ""How a homeless refugee became a 9-year-old benevolent chess champion"" https://t.co/DbKcvaEPCx","Twitter Web Client",11693,1550,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"41","46335511",2020-05-22 03:03:10,"Trevornoah","I love how he always stands, like he’s trying to do the Michael Jackson lean. 😄 https://t.co/i6LMeoKTYp","Twitter for iPhone",9885,903,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"42","46335511",2020-05-21 16:04:00,"Trevornoah","“Karen Training” 

The internet is undefeated... https://t.co/IpiFhXJh7R","Twitter for iPhone",0,10199,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"43","46335511",2020-05-21 04:16:28,"Trevornoah","If you are a minority or woman owned, or any company that believes you are eligible for a PPP loan, but have not been approved, please post an overview of your status here and I will do my best to connect you to a bank. There is still more than $100B left. Let's get that money","Twitter for iPhone",0,20299,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"44","46335511",2020-05-20 15:21:53,"Trevornoah","How I’m celebrating today! Thank you to @thedailyshow &amp; @hearluminary teams for all the hard work! 7 Webbys? Wow! 🙏🏾 🎥: Forbes_Gang https://t.co/RVfkaes7Yn","Twitter Web App",7256,588,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"45","46335511",2020-05-19 22:29:23,"Trevornoah","Team @hearluminary for the win! Thank you for the honour @thewebbyawards 🙏🏾 https://t.co/7Q4lLi05d0","Twitter Web App",749,37,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"46","46335511",2020-05-19 22:20:55,"Trevornoah","This good boy lost his tennis ball in the swimming pool. 

Wait for it. 

Dogs, bruh...💪🐶😍☀️💦❤️https://t.co/3OHOShWZyL","Twitter for iPhone",0,17757,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"47","46335511",2020-05-18 19:18:58,"Trevornoah","Who will be the first ever Kid of the Year? @TrevorNoah, @Nickelodeon and @timeforkids are teaming up to help find out. Submissions are open now on https://t.co/cB37sctJxl #KOTY https://t.co/QuVfEsFV8n","Twitter Web App",0,122,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"48","46335511",2020-05-17 17:29:27,"Trevornoah","@Sikhululekile_ @EASPORTS @Bundesliga_EN @premierleague 😄🙈","Twitter for iPhone",73,3,NA,NA,NA,NA,NA,"und","New York, NY",2009-06-11 07:03:48,10717603
"49","46335511",2020-05-17 17:28:58,"Trevornoah","Going to the supermarket during Corona is like playing Pac-Man in real life. https://t.co/iZinZNELrk","Twitter for iPhone",2908,417,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"50","46335511",2020-05-17 14:58:05,"Trevornoah","Instead of just having no fans. Sports leagues should use the sounds of crowds from @EASPORTS. We don’t need to see the fans but hearing them makes the game!

Cc @Bundesliga_EN @premierleague","Twitter for iPhone",3934,430,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"51","46335511",2020-05-16 18:16:02,"Trevornoah","The African countries that went through Ebola already have rapid-response teams, trained contact tracers, logistics routes, and other public-health tools and protocols in place, which they have adapted to respond to the coronavirus.  https://t.co/r33dvQDmX1","Twitter for iPhone",0,845,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"52","46335511",2020-05-15 18:27:45,"Trevornoah","@ZachAbolverdi Crash bandicoot 🙌🏽🙌🏽🙌🏽","Twitter for iPhone",104,1,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"53","46335511",2020-05-13 00:21:48,"Trevornoah","Who the hell did this 🤣🤣 https://t.co/rCLyOmsXt6","Twitter for iPhone",0,59150,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"54","46335511",2020-05-12 21:31:28,"Trevornoah","Yes, and then, people have tweeted at me, ""Oh sure, maybe the Obama Admin left a Pandemic Playbook, but was it specific about this kind of virus?""  

Here is PAGE NINE.  PAGE NINE. https://t.co/921prhwhzU","Twitter for iPhone",0,22807,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"55","46335511",2020-05-11 20:47:05,"Trevornoah","Join me at 7:00 pm for Rise Up New York! The @RobinHoodNYC Benefit – a citywide telethon bringing together NYC’s biggest musicians, actors, chefs &amp; more with a common goal: To raise funds for New Yorkers most impacted by #COVID19. 
Learn more: https://t.co/kAmtnG8Due #NY4NY https://t.co/MM9LtLMnSh","Twitter Web App",604,90,"COVID19","NY4NY",NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"56","46335511",2020-05-11 16:27:28,"Trevornoah","Coronavirus numbers aren't even going down in the White House https://t.co/kO00YE53No","Twitter Web App",0,12350,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"57","46335511",2020-05-07 18:07:29,"Trevornoah","Honoured to be nominated. TY.🙏🏾 https://t.co/9L3Ap5kqsp","Twitter Web App",1695,127,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"58","46335511",2020-05-06 23:10:13,"Trevornoah","When your friend asks you to trust him, then this happens. You can 100% trust I’d be looking for new friends. 😂🎥 Insta: henrrygreen https://t.co/sPXcFNgEcp","Twitter Web App",2840,310,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"59","46335511",2020-05-06 23:04:29,"Trevornoah","The discussion over social distancing is getting polarized in a dangerous way, and it's going to take a lot of work for people not to lock themselves into absolutist positions here.","Twitter for iPhone",0,1213,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"60","46335511",2020-05-05 19:43:20,"Trevornoah","@GeeDee215 😄 now you made me wanna watch this movie.","Twitter for iPhone",8,0,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"61","46335511",2020-05-05 15:11:47,"Trevornoah","I won't judge you if you double dip a chip today. But... I might judge you if you don't #CincUp with me to salute and support first responders. Post a personal thank you using #CincUp &amp; for every public post, @ModeloUSA will donate $1 (up to $500K) to #FirstRespondersFirst. #ad https://t.co/2BtOwOWGlS","Twitter Web App",603,91,"CincUp","CincUp","FirstRespondersFirst","ad",NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"62","46335511",2020-05-04 20:04:42,"Trevornoah","may divorce be with you https://t.co/ATLpYzQdIN","Twitter for iPhone",0,25805,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"63","46335511",2020-05-04 04:14:51,"Trevornoah","This Tweet from @RexChapman has been withheld in response to a report from the copyright holder. Learn more.","Twitter for iPhone",0,54167,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"64","46335511",2020-05-02 18:21:47,"Trevornoah","Thank you to everyone that took the time to nominate so many incredible teachers! Here are the 50 that have new Surface laptops coming their way! 🍎🙏🏾 Enjoy! https://t.co/ilQ1XHEiMt","Twitter Web App",7161,429,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"65","46335511",2020-05-02 15:52:54,"Trevornoah","That “Hold Up! Wait a minute!” Gets me everytime 😭 https://t.co/PIS65tISVL","Twitter for iPhone",0,65795,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"66","46335511",2020-05-02 00:21:03,"Trevornoah","That time you were in route to the gym, but ended up at the club 😂😂😂 🎥Insta: solworld_ https://t.co/ytVqgVUffm","Twitter Web App",30512,4793,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"67","46335511",2020-05-01 22:58:21,"Trevornoah","@jaboukie 😂","Twitter for iPhone",1751,13,NA,NA,NA,NA,NA,"und","New York, NY",2009-06-11 07:03:48,10717603
"68","46335511",2020-05-01 22:20:00,"Trevornoah","On Cinco de Mayo, you can help create a national salute to first responders from your couch! Post your thank you using #CincUp. For every public post using #CincUp, @ModeloUSA will donate $1 (up to $500K) to #FirstRespondersFirst to help get PPE to medical teams. #21AndOver #Ad https://t.co/i7LBQPvi3A","Twitter Web App",1037,207,"CincUp","CincUp","FirstRespondersFirst","21AndOver","Ad","en","New York, NY",2009-06-11 07:03:48,10717603
"69","46335511",2020-05-01 18:47:45,"Trevornoah","This quarantine is really challenging my narrative that I dress “for myself”","Twitter for iPhone",0,523,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"70","46335511",2020-05-01 18:46:17,"Trevornoah","Poc writers: your story doesn’t have to be rooted in trauma. It doesn’t have to represent your entire community. It doesn’t have to be a commentary on racial issues. If they can have a billion shows about a group of friends, we can make lighthearted shows about our friends too","Twitter for iPhone",0,4037,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"71","46335511",2020-04-30 05:36:19,"Trevornoah","NOW I LIKE THIS ONE!!! https://t.co/MlRrEHHsdL","Twitter for iPhone",0,85682,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"72","46335511",2020-04-29 22:43:54,"Trevornoah","The pandemic has also highlighted my need to marry a hairdresser-nail-artist-chef-dentist who lives on a secret island.","Twitter for iPhone",0,760,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"73","46335511",2020-04-29 21:31:50,"Trevornoah","Trust issues 😂😂😂 https://t.co/1sliHQZBp1","Twitter for iPhone",0,71639,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"74","46335511",2020-04-29 17:01:42,"Trevornoah","@noelperez53 Your mother sounds like an incredible person and teacher! Tell her that she has a new laptop coming. 🙌🏾Please DM @lancepatrick your info and I will get it out to her! 😀","TweetDeck",31,4,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"75","46335511",2020-04-29 16:49:39,"Trevornoah","@Ben_Schwartz24 Thanks for nominating @AsiahBerry15! I've got a surface laptop with her name on it! 🙌🏾Asiah, please DM @lancepatrick info and I will get it out asap 😀","TweetDeck",35,5,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"76","46335511",2020-04-29 02:59:11,"Trevornoah","@ValeriaBrownEdu Let's get this @PBrownEdu you speak of a new laptop! Appreciate everything you do. 🍎Please DM @lancepatrick for next steps. 🙏🏾","TweetDeck",469,17,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"77","46335511",2020-04-29 02:47:42,"Trevornoah","@HeyyRB I've got a surface laptop with your name on it! Hope it makes teaching a little easier for you! Please DM @lancepatrick to get next steps and I'll get it out to you asap 🙏🏾","TweetDeck",203,7,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"78","46335511",2020-04-29 02:19:20,"Trevornoah","Wow. Incredible story @FelizardoVarela Keep going! I've got a Surface laptop for you and one for @pmunsterman 🙏🏾 Please DM my guy @lancepatrick address info and I'll get them in the mail soon. 🙌🏾 https://t.co/XakKoQWPlt","TweetDeck",424,19,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"79","46335511",2020-04-28 22:24:53,"Trevornoah","“Every white girl maid of honor speech”

The accuracy...

https://t.co/dxir8UGgrg https://t.co/slB75rNZch","Twitter for iPhone",0,15932,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"80","46335511",2020-04-28 22:21:16,"Trevornoah","UPDATE ** Announced a few surface laptop winners in my Insta/FB story but have 450,000 comments between socials so it might take a little longer than expected. 😂😱 Will keep going through and pick more teachers and announce all the winners soon via reply &amp; post! 🙏🏾 https://t.co/lzqRT4JdnI","TweetDeck",4048,282,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"81","46335511",2020-04-27 23:24:44,"Trevornoah","TEACHERS who are forced to do all your work online! I’ve got 50 more Surface Laptops to give away to any educators who need a new device. Please tag your favourite teachers and I’ll pick 50 at random. PS- Teachers, you’re allowed to be your own favourite and tag yourself! 🙌🏾 https://t.co/CRnNvxUL3Y","TweetDeck",101364,20222,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"82","46335511",2020-04-27 22:56:21,"Trevornoah","4 days ago Trump asked about injecting bleach. Are we supposed to pretend that didn’t happen? Is the Presidency like The Simpsons where Homer can be an astronaut one week and the next week no one at Moe’s is asking him about being an astronaut","Twitter for iPhone",0,763,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"83","46335511",2020-04-25 16:10:37,"Trevornoah","I‘m not trying to grow a beard. I was just being sarcastic. 😄 https://t.co/VdiB6E7IBu","Twitter Web App",2232,92,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"84","46335511",2020-04-22 22:47:27,"Trevornoah","Full episode is up at https://t.co/1NmUB60eAE 🙌🏾w/ @davidkibuuka https://t.co/RDkXJAM4uo","TweetDeck",719,89,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"85","46335511",2020-04-22 00:13:29,"Trevornoah","It blows my mind. We are at 75 days+ of dealing with COVID here in Vietnam,with 5 days of no new cases,and are sort of starting to hear about the possibilities of reopening things in the nearer future.Meanwhile other countries are like ""ok were below 1k deaths a day time to open""","Twitter for iPhone",0,15828,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"86","46335511",2020-04-22 00:12:25,"Trevornoah","@yashar Yeah, and I think it’s because a lot of people thought social distance just means to stay away from strangers/public but still hang out with family and friends. Quarantine, everyone understands.","Twitter for iPhone",782,18,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"87","46335511",2020-04-21 21:36:58,"Trevornoah","It’s not late to the game, if you weren’t born yet! 🙌🏾 That reaction at the end is everything 😂 🎥 Insta: rachaelmarieeeeee https://t.co/0tNlRtKvRF","TweetDeck",29503,4698,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"88","46335511",2020-04-21 16:20:20,"Trevornoah","Why is playing with her like this 😂😂😂😂 https://t.co/90Y4ZAaBYS","Twitter for iPhone",0,120161,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"89","46335511",2020-04-17 14:58:32,"Trevornoah","This made me laugh so hard- do the eee ooo😂🤣😂 https://t.co/LotOBZlWkX","Twitter for iPhone",3844,430,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"90","46335511",2020-04-17 14:57:46,"Trevornoah","😂 https://t.co/lvsU1Dxvk5","Twitter for iPhone",5215,645,NA,NA,NA,NA,NA,"und","New York, NY",2009-06-11 07:03:48,10717603
"91","46335511",2020-04-16 04:04:36,"Trevornoah","My parents are 75 and 84. My son &amp; I do frequent drive-by visits to make sure they have what they need. Today, I guess they needed to party. https://t.co/1jmaQCtGvy","Twitter for iPhone",0,141008,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"92","46335511",2020-04-15 13:24:49,"Trevornoah","@emarvelous @JoeBiden Third time’s a charm. 😄","Twitter for iPhone",43,1,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
"93","46335511",2020-04-15 13:16:10,"Trevornoah","BTW you all realize that check Treasury is sending you with Trump's name scribbled on it is your money, right? It's your tax dollars that congress appropriated. Trump is basically the guy who ""lends"" you back your own lawnmower he borrowed and has had at his house for months...","Twitter for iPhone",0,21547,NA,NA,NA,NA,NA,"en","New York, NY",2009-06-11 07:03:48,10717603
