ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,region,notes
10461,Peter Berger,M,22.0,196.0,104.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Fours,Gold,Germany,
10464,"Samuel ""Sam"" Berger",M,19.0,188.0,82.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Boxing,Boxing Men's Heavyweight,Gold,USA,
10467,Tora Berger (-Tveldal),F,28.0,166.0,56.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 15 kilometres,Gold,Norway,
10467,Tora Berger (-Tveldal),F,32.0,166.0,56.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Gold,Norway,
10468,Tore Berger,M,23.0,186.0,76.0,Norway,NOR,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,Norway,
10472,Patrice Bergeron-Cleary,M,24.0,188.0,88.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Canada,
10472,Patrice Bergeron-Cleary,M,28.0,188.0,88.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Canada,
10478,"Rafael ""Rafa"" Berges Marn",M,21.0,,,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Gold,Spain,
10483,Evy Margareta Berggren (-Westerberg),F,18.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,Gold,Sweden,
10499,Ralph Douglas Charles Berglund,M,29.0,177.0,78.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Sweden,
10504,Hans Gustaf Bo Berglund,M,30.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,Sweden,
10509,Adolf Bergman,M,33.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,Sweden,
10520,Arnfinn Bergmann,M,23.0,,,Norway,NOR,1952 Winter,1952,Winter,Oslo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,Norway,
10539,Eric Bergoust,M,28.0,183.0,77.0,United States,USA,1998 Winter,1998,Winter,Nagano,Freestyle Skiing,Freestyle Skiing Men's Aerials,Gold,USA,
10541,ke Carl Magnus Bergqvist,M,31.0,,,Bissbi,SWE,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Gold,Sweden,
10543,Pr Jonas Bergqvist,M,31.0,183.0,83.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Sweden,
10555,Jacob Jorrit Bergsma,M,28.0,188.0,73.0,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 10,000 metres",Gold,Netherlands,
10578,Bjrn Bergvall,M,21.0,182.0,75.0,Sirene,NOR,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold,Norway,
10614,Krisztin Berki,M,27.0,178.0,70.0,Hungary,HUN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,Hungary,
10618,"David Charles ""Dave"" Berkoff",M,21.0,175.0,70.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA,
10618,"David Charles ""Dave"" Berkoff",M,25.0,175.0,70.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA,
10624,Aleksandr Nikolayevich Berkutov,M,23.0,180.0,80.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Double Sculls,Gold,Russia,
10654,Tell Schirnding Berna,M,20.0,188.0,70.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 3,000 metres, Team",Gold,USA,
10674,Alain Andr Louis Edmond Bernard,M,25.0,196.0,90.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,Gold,France,
10674,Alain Andr Louis Edmond Bernard,M,29.0,196.0,90.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,France,
10751,Sylvie Bernier,F,20.0,157.0,53.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Diving,Diving Women's Springboard,Gold,Canada,
10769,Ole Valdemar Henrik Berntsen,M,49.0,180.0,77.0,White Lady,DEN,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Gold,Denmark,
10774,Gilles Berolatti,M,24.0,176.0,68.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Team",Gold,France,
10798,Livio Berruti,M,21.0,180.0,66.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 200 metres,Gold,Italy,
10799,Arthur Berry,M,20.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Football,Football Men's Football,Gold,UK,
10799,Arthur Berry,M,24.0,,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,Gold,UK,
10804,Kevin John Berry,M,19.0,172.0,71.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Butterfly,Gold,Australia,
10838,Nils Berthelsen,M,32.0,,,Magda IX,NOR,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 12 metres,Gold,Norway,
10852,Walter Helmut Berthold,M,25.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Handball,Handball Men's Handball,Gold,Germany,
10859,Lszl Berti (Berty),M,36.0,,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",Gold,Hungary,
10862,Carl Adolf Hjalmar Bertilsson,M,18.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,Sweden,
10863,Per Daniel Bertilsson,M,19.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold,Sweden,
10866,Franco Bertinetti,M,29.0,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",Gold,Italy,
10866,Franco Bertinetti,M,33.0,,,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's epee, Team",Gold,Italy,
10867,Marcello Bertinetti,M,39.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Team",Gold,Italy,
10867,Marcello Bertinetti,M,43.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold,Italy,
10903,Sergio Bertoni,M,20.0,180.0,79.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Gold,Italy,
10937,Ryan Thomas Berube,M,22.0,180.0,68.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA,
10944,Aldis Imants Berzins,M,27.0,188.0,79.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Gold,USA,
10964,Vida Beselien (ulskyt-),F,23.0,190.0,91.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Gold,Russia,
10973,Doina Ofelia Beliu-Melinte,F,27.0,171.0,59.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 800 metres,Gold,Romania,
10996,Colette Besson (-Nogus),F,22.0,169.0,58.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 400 metres,Gold,France,
11015,Nataliya Filimonovna Bestemyanova (-Bobrina),F,28.0,170.0,51.0,Soviet Union-1,URS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,Gold,Russia,
11026,Danny Betancourt Chacn,M,23.0,175.0,75.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold,Cuba,
11047,"Janice ""Jan"" Betker",F,37.0,167.0,64.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Gold,Canada,
11052,Iosyp Iosypovych Betsa,M,27.0,,,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,Gold,Russia,
11057,Jean-Christophe Bette,M,22.0,186.0,72.0,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,France,
11069,Paolo Bettini,M,30.0,169.0,58.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",Gold,Italy,
11108,Edward Vaughan Bevan,M,20.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxless Fours,Gold,UK,
11123,Jos Beyaert,M,22.0,,,France,FRA,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Road Race, Individual",Gold,France,
11135,Hans Anton Beyer,M,22.0,,,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold,Norway,
11136,Hans-Georg Beyer,M,23.0,189.0,96.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,Gold,Germany,
11143,Udo Beyer,M,20.0,195.0,135.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,Gold,Germany,
11146,Jamie Lynn Beyerle-Gray (-Corkish),F,28.0,157.0,55.0,United States,USA,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold,USA,
11168,Mislav Bezmalinovi,M,21.0,197.0,88.0,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Gold,Serbia,Yugoslavia
11197,Vasudevan Bhaskaran,M,29.0,174.0,68.0,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Gold,India,
11206,Kulbir Singh Bhaura,M,32.0,178.0,72.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Gold,UK,
11230,Carlo Biagi,M,22.0,169.0,70.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Gold,Italy,
11234,Ivan Ivanovych Biakov,M,27.0,173.0,66.0,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,Russia,
11234,Ivan Ivanovych Biakov,M,31.0,173.0,66.0,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,Russia,
11242,Diana Bianchedi,F,22.0,158.0,46.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Women's Foil, Team",Gold,Italy,
11242,Diana Bianchedi,F,30.0,158.0,46.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",Gold,Italy,
11244,Sergio Bianchetto,M,21.0,173.0,70.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,Italy,
11244,Sergio Bianchetto,M,25.0,173.0,70.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,Italy,
11249,Bruno Bianchi,M,32.0,,,Italia,ITA,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed 8 metres,Gold,Italy,
11260,Pietro Bianchi,M,29.0,,,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Gold,Italy,
11260,Pietro Bianchi,M,37.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold,Italy,
11275,Suzannah Bianco,F,23.0,165.0,52.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,USA,
11291,Michel Bibard,M,25.0,185.0,78.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Gold,France,
11292,Nino Bibbia,M,25.0,,,Italy,ITA,1948 Winter,1948,Winter,Sankt Moritz,Skeleton,Skeleton Men's Skeleton,Gold,Italy,
11296,"John Edward Biby, Jr.",M,20.0,,,Angelita,USA,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 8 metres,Gold,USA,
11340,Ferdinand Reinhardt Bie,M,24.0,174.0,72.0,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Pentathlon,Gold,Norway,
11342,Arno Bieberstein,M,21.0,,,Germany,GER,1908 Summer,1908,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,Gold,Germany,
11343,"Heidi Biebl (-Schmid, -Prelevi)",F,19.0,159.0,56.0,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Downhill,Gold,Germany,
11347,Sebastian Friedrich Felix Biederlack,M,26.0,176.0,73.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Gold,Germany,
11375,Christoph Bieler,M,28.0,180.0,70.0,Austria,AUT,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Team,Gold,Austria,
11382,Volodymyr Ivanovych Bieliaiev,M,23.0,194.0,110.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,Gold,Russia,
11386,Oleksandr Mykhailovych Bielostienniy,M,29.0,214.0,117.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Gold,Russia,
11405,Alois Bierl,M,28.0,192.0,95.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Fours,Gold,Germany,
11424,Jerome Cousins Biffle,M,24.0,184.0,79.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Long Jump,Gold,USA,
11432,Tyrell Biggs,M,23.0,195.0,99.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Super-Heavyweight,Gold,USA,
11437,"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,24.0,173.0,61.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Long Jump,Gold,UK,
11456,Dominique Bijotat,M,23.0,180.0,73.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Gold,France,
11467,Abebe Bikila,M,28.0,177.0,57.0,Ethiopia,ETH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Marathon,Gold,Ethiopia,
11467,Abebe Bikila,M,32.0,177.0,57.0,Ethiopia,ETH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,Gold,Ethiopia,
11469,Yordan Bikov,M,19.0,168.0,75.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Middleweight,Gold,Bulgaria,
11489,Ahmet Bilek,M,,160.0,,Turkey,TUR,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold,Turkey,
11495,Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Gold,USA,
11495,Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold,USA,
11495,Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Gold,USA,
11495,Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,Gold,USA,
11497,Gazanfer Bilge,M,24.0,,,Turkey,TUR,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,Turkey,
11514,Franois Alexandre mile Billard,M,48.0,,,Esterel-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 10-20 Ton,Gold,France,
11524,Charles W. Billings,M,45.0,,,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Trap, Team",Gold,USA,
11537,"Alexandre ""Alex"" Bilodeau",M,22.0,173.0,76.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold,Canada,
11537,"Alexandre ""Alex"" Bilodeau",M,26.0,173.0,76.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold,Canada,
11547,Dmitry Vladimirovich Bilozerchev,M,21.0,169.0,70.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Gold,Russia,
11547,Dmitry Vladimirovich Bilozerchev,M,21.0,169.0,70.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,Gold,Russia,
11547,Dmitry Vladimirovich Bilozerchev,M,21.0,169.0,70.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,Russia,
11553,Zinetula Khaidarovich Bilyaletdinov,M,28.0,180.0,86.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Russia,
11559,Thomas Bimis,M,29.0,169.0,69.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Synchronized Springboard,Gold,Greece,
11601,Abhinav Bindra,M,25.0,173.0,70.0,India,IND,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",Gold,India,
11617,Frederick Sparkes Norman Bingley,M,44.0,,,Heroine,GBR,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 7 metres,Gold,UK,
11619,Bino Bini,M,24.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Team",Gold,Italy,
11634,Lon Binoche,M,21.0,,,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold,France,
11642,"Matthew Nicholas ""Matt"" Biondi",M,18.0,200.0,95.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA,
11642,"Matthew Nicholas ""Matt"" Biondi",M,22.0,200.0,95.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 50 metres Freestyle,Gold,USA,
11642,"Matthew Nicholas ""Matt"" Biondi",M,22.0,200.0,95.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Freestyle,Gold,USA,
11642,"Matthew Nicholas ""Matt"" Biondi",M,22.0,200.0,95.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA,
11642,"Matthew Nicholas ""Matt"" Biondi",M,22.0,200.0,95.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA,
11642,"Matthew Nicholas ""Matt"" Biondi",M,22.0,200.0,95.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA,
11642,"Matthew Nicholas ""Matt"" Biondi",M,26.0,200.0,95.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA,
11642,"Matthew Nicholas ""Matt"" Biondi",M,26.0,200.0,95.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA,
11645,Carl Fabian Birck,M,26.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold,Sweden,
11668,Larry Joe Bird,M,35.0,205.0,100.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Gold,USA,
11671,"Suzanne Brigit ""Sue"" Bird",F,23.0,175.0,66.0,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Gold,USA,
11671,"Suzanne Brigit ""Sue"" Bird",F,27.0,175.0,66.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold,USA,
11671,"Suzanne Brigit ""Sue"" Bird",F,31.0,175.0,66.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold,USA,
11671,"Suzanne Brigit ""Sue"" Bird",F,35.0,175.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold,USA,
11684,Matthew Kiprotich Birir,M,20.0,172.0,62.0,Kenya,KEN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,Kenya,
11691,Halvor Olai Birkeland (Olsen-),M,25.0,,,Atlanta,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,Norway,
11692,Rasmus Ingvald Birkeland (Olsen-),M,32.0,,,Atlanta,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,Norway,
11696,Arthur Ernest Burrington Birkett,M,24.0,,,Devon and Somerset Wanderers,GBR,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Gold,UK,
11725,Pter Biros,M,24.0,196.0,102.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Gold,Hungary,
11725,Pter Biros,M,28.0,196.0,102.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold,Hungary,
11725,Pter Biros,M,32.0,196.0,102.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold,Hungary,
11739,Vera Leonidovna Biryukova,F,18.0,168.0,47.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,Russia,
11756,Martina Bischof (Fischer-),F,22.0,174.0,65.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,Germany,
11757,Ole Bischof,M,28.0,180.0,81.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Middleweight,Gold,Germany,
11762,Peter Bischoff,M,32.0,,,Wannsee,GER,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed Two Person Keelboat,Gold,Germany,
11763,Sabine Bischoff (-Wolf),F,26.0,169.0,64.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Women's Foil, Team",Gold,Germany,
11790,Ralph English Bishop,M,20.0,193.0,86.0,United States,USA,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Gold,USA,
11854,Klaus Bittner,M,21.0,181.0,85.0,Germany,GER,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Gold,Germany,
11864,Amos Kipwabok Biwott,M,21.0,181.0,66.0,Kenya,KEN,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,Kenya,
11867,Dallas Denver Bixler,M,22.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,USA,
11887,"ura ""urica"" Bjedov",F,21.0,170.0,65.0,Yugoslavia,YUG,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Breaststroke,Gold,Serbia,Yugoslavia
11905,Ernst Gunnar Bjrk,M,21.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",Gold,Sweden,
11915,Carl August Bjrkman,M,42.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold,Sweden,
11920,Lars Sigurd Bjorkstrom,M,36.0,184.0,75.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Multihull,Gold,Brazil,
11943,Marit Bjrgen,F,29.0,168.0,64.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's Sprint,Gold,Norway,
11943,Marit Bjrgen,F,29.0,168.0,64.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Gold,Norway,
11943,Marit Bjrgen,F,29.0,168.0,64.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,Norway,
11943,Marit Bjrgen,F,33.0,168.0,64.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Gold,Norway,
11943,Marit Bjrgen,F,33.0,168.0,64.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Gold,Norway,
11943,Marit Bjrgen,F,33.0,168.0,64.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold,Norway,
11951,Ole Einar Bjrndalen,M,24.0,178.0,65.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold,Norway,
11951,Ole Einar Bjrndalen,M,28.0,178.0,65.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold,Norway,
11951,Ole Einar Bjrndalen,M,28.0,178.0,65.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Gold,Norway,
11951,Ole Einar Bjrndalen,M,28.0,178.0,65.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,Gold,Norway,
11951,Ole Einar Bjrndalen,M,28.0,178.0,65.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,Norway,
11951,Ole Einar Bjrndalen,M,36.0,178.0,65.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,Norway,
11951,Ole Einar Bjrndalen,M,40.0,178.0,65.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold,Norway,
