id,comment_id,comments
3831,642808077,"I felt like I was in the heart of Brooklyn, the house is right near a nice local garden. Bus stop is right on her block and the A&C train is about a 10 minute walk. The food places in the Bedford are spread out so just rent a bike and you're good honestly. Inside was cozy as well."
3831,643336638,"We made our reservation last minute and also had to change our checkout day during our stay, but she took care of it all quickly for us. It seems like it would be a good place for a long stay, with a homely atmosphere. I hope we have the chance to stay again. Thank you!"
3831,643704849,"Clean, convenient. Communication could be better."
3831,644715095,"We had a nice stay, everything was good."
3831,645249600,Great communication. Convenient location. Very hospitable.
3831,647398247,This spot was exactly as expected and Lisa was friendly host.
3831,649012172,"it is  very simple , modest ,private  apartment on the 3 rd floor  in an  well paced neighborhood. With nice Restaurants  & bars.  the host was very accommodating & responded quickly."
3831,649831759,LisaRoxanne’s space is great. It’s super functional and the a/c in the bedroom is a godsend.
3831,651035776,Host was very flexible with our check in and check out times. She responded quickly as well! Exactly what we needed for two nights in Brooklyn.
3831,651594670,The space was much smaller than expected. Couldn’t leave bedroom door open or it’ll get warm very fast.
3831,652890773,"nice location closed to Brooklin bridge  , easy access ."
3831,653201038,Lisa is an amazing host and her family is great too. The location was gorgeous and there’s plenty to eat around the air bnb.
3831,653908049,It was a nice place
3831,655535287,"LisaRoxanne is very friendly and quick to respond, the place you can tell is thoroughly cleaned and overall was great for my needs! Thank you LisaRoxanne."
3831,659114872,"Nice, unique space with plenty of light and room. LisaRoxanne was also an amazing host!"
3831,659646084,"As advertised!  I had a most relaxing and enjoyable stay at LisaRoxanne's place and would most assuredly return.   Everything was easily navigated, a parking spot across the street and most hospitable responses to my needs around arrival time and entrance.  The speed of response to my request to book was also appreciated."
3831,662939253,"The place was simple and great. It reminded us a lot of our apartment in Brooklyn, which we missed. The location is prime near a ton of great places to eat."
3831,666378070,"Great location, clean and comfortable. Hostess was friendly and helpful."
3831,667545152,"This is definitely a great bang for your buck! It’s the entire third floor of the host’s home, but the stairwell is separated so there is plenty of privacy. We only interacted with the (very helpful!) host over AirB&B, we never bumped into each other in the home. I really appreciated this, especially with Covid protocol. 

If you’re looking for a place to crash while you’re out enjoying the city, I’d definitely recommend!"
3831,669401713,"LisaRoxanne is a wonderful host! Her place is a classic Brooklyn Brownstone with a lot of character. You have to walk up the stairs through the house to get to the top floor, but once you’re there it’s a haven. She takes care of little details that make you feel special (extra tooth brush, tooth Paste, shower supplies, and it does feel very clean, albeit it is an older building. 

Overall I had a great experience and her and her family are super sweet."
3831,669900510,"It was a nice space, only a 10 min walk from the subway station to get around NY as well as bus stops right near by to get around Brooklyn. 

Towels and toothbrushes were provided which was extra nice. My friend and I were there for 2 nights so we were out most of the time but there was also a kitchen and dining area on our floor (3rd) where we could’ve cooked if we wanted."
3831,670494917,"Awesome host. This is the most comfortable I have felt in an AirBnB. It was clean to my liking and the temperature was comfortable. The host was responsive, relatable, and so understanding. I would absolutely stay here again."
3831,671021299,LisaRoxanne's place is just as described and shown in the pictures. Great location and easy to find free street parking. She was good at communicating and very accommodating. I highly recommend her place. I will stay here again next time I plan a trip to New York.
3831,671893297,Lisa Roxanne was easy to communicate with and the apartment was very nice and private.
3831,700183238,"It's a separate floor of a multi floor family apt. You will hear the family. I needed a clean crash pad to visit family and it was what I needed. You get what you pay for - a socially distanced floor, in a great location, for a good price."
3831,700639144,"Kind host, good location, good value"
3831,701162529,"LisaRoxanne is a very kind host and person. The first thing you notice is that the place is very clean. This rental is a wonderful find, and a great value for the money. The bedroom has lots of space, as does the kitchen. 

The bed is super comfortable. We slept well. We loved the hardwood floors and beautiful old victorian banister and steps. The third floor is broken up into half at the top of the stairs. On one side is the kitchen and bathroom, the other side is the bedroom. I would pay more for the space if the bedroom was styled a little bit. It is basic, has everything you could need. The kitchen has a nice style to it, and both areas are very clean.

I really wish I could have given a full 5 stars, but the host didn't respond until after I called customer service. (The check in instructions say to confirm where the key will be ahead of time.) It normally wouldn't have been as big of deal to me if I had to wait in the rain a little. However, because I was on crutches it would have been a problem. I needed to know before I arrived that I could get in. 

It all worked out great in the end though. I highly recommend LisaRoxanne's place! And would stay her again."
3831,701787101,Great spot for an overnight in Brooklyn
3831,702132162,LisaRoxanne was a great host! She was quick with responses and was very flexible with our check in time. She was also very thoughtful and offered us her parking spot when I informed her we were struggling to find parking on the street!
3831,702782122,"Great location and lovely neighborhood, super flexible and kind host, great windows views and nice to have a private kitchen and bathroom!"
3831,703695715,"LisaRoxanne’s place was great. We had the entire too floor to ourselves. LisaRoxanne was nice, helpful, and generally inviting while the place had all the amenities needed to make your stay excellent. The apartment was very close to anything and everything you need. Bus stop, metro stop, local coffee shop, local eateries, playgrounds, grocery stores, etc. the location was perfect. I will definitely stay there again when heading back to Brooklyn."
3831,704656672,"Lisa is a wonderful person. She is communicative. Lisa provides everything like 5-star hotels. Free parking in the area, but it is difficult to get a parking due to the crowding. Close to Classon station, five minute walk. There is a small grocery store next to the house with a bus stop. A great place to stay and I recommend it."
3831,704861057,"Awesome stay, would return! Great location and very clean. Thank you so much!"
3831,705892711,"Great place, great service, and solid location! You will be staying on the third floor of her house, as opposed it being its own apartment. So you get privacy however, it just might not be what you'd expect. Overall, I would absolutely stay here again."
3831,707108404,Excellent location in one of my favorite neighborhoods in New York. Very clean and private space. LisaRoxanne was an excellent and very accommodating host.
3831,708730374,Lisa's place is very similar to her pictures. It was a great stay and great location. She's there to answer any questions and the space truly does feel private even with the shared staircase.
3831,709381982,"Very helpful, very convenient and just an overall great stay! Definitely would visit again."
3831,709623761,Lisa Roxanne was a great post I would recommend her to other travelers and I would stay there again
3831,710578914,Her place was as described and a great value for the location. Would recommend as a place to crash at night after you explore NY
3831,712225805,Good location and great experience!
3831,713104330,"I really enjoyed my stay at LisaRoxane place. It's very clean and comfortable,: )"
3831,716074610,"Lisa is amazing, she was so hospitable and friendly, very easy going and was an exceptional host!!! 10/10 would definitely stay here again!"
3831,717399606,It was a nice place to stay in Brooklyn.
3831,717870063,"This was such a great location in Brooklyn! We even had no issue finding street parking overnight. 
LisaRoxanne was very accommodating and it was the perfect place for home base during our quick trip through the city."
3831,719400252,LisaRoxanne was so nice and hospitable. She was so quick to answer my texts and the place was awesome- exactly as described. Felt like I had my own Brooklyn flat! My car got to weed I’m the morning and she was kind enough to look it up for me and drive me to wear it was towed. So so nice. Would recommended this place to any and all!
3831,721596793,"I really like it, she was nice and the places was organize and clean."
3831,722183142,You can expect a clean & large space. The host is professional & kind.
3831,723999945,"Great location, great communication and great hospitality."
3831,724924853,Great location. The rooms were clean and comfortable
3831,726611179,Great place!
3831,727023568,"Good Place. Bathroom and Kitchen really clean, bedroom not so clean but I say this because I am a clean freak so its okay. Its definitely worth the money. I would definitely stay here again."
3831,727152250,"LisaRoxanne’s space offers all the basics you need, including a well equipped kitchen with a large refrigerator.  Unfortunately, it wasn’t as private as I needed. LisaRoxanne makes a point of saying the apartment is on the top floor of her home, but I had imagined it differently than what it was. Before arriving, I was picturing a space that was enclosed behind a door at the top of the stairs. But the kitchen area opens directly to the staircase and the stairs run through the center of the family home. My work requires confidentiality, so I realized once I got there that it wouldn’t work for me to conduct teletherapy at the dining table. LisaRoxanne was very understanding and allowed me to check out early. I never saw her face to face, which is good with the pandemic, but she was very responsive over text. The other residents were very quiet while I was there. If you don’t need total privacy and want a crash pad where you can cook and read, this is a great value."
3831,730209751,"Lisa was super kind and helpful whenever we needed something; she even helped us to get a reservation for our Covid test in a medical center (required for our flight).
We were three people staying there and the space was more than enough and comfortable. The kitchen was nicely equipped and we used it a lot.
Also, the temperature inside the house was great. We were staying there during a snow storm, and inside the apartment it was super warm.
8 minute walk to a subway station (which we used a lot) and 5 minute walk to supermarkets.
It was a nice stay ☺ Thanks Lisa for everything!"
3831,731150551,A decent value choice in a great neighborhood. Minutes from the Franklin Ave. (C) and the G stops.
3831,731541176,HOARDER HOUSE ‼️ I recommend nobody stay here everrrrrrrrrr .. she have 3 kids she left home alone she got the right one . I’m callin the people on you girl . I didn’t even stay my whole time ‼️She really needed that 88$ Realllll sad Roxanne. Goodbye I have so much to say but I won’t just call the cleaning company YOU NEED IT SIS ‼️ Real baddddd BED BUG SPRAY IN HER CABINET LMAO bye u SHOULDVE left me alone we wasn’t bothering u . Your kids was very annoying ‍♀️ on Valentine’s Day at that .
3831,732636605,"Great value and great, safe, up-and-coming neighborhood; this is an especially great option if you want to get out to an area that not many tourists make it to. The space was clean and the LisaRoxanne was responsive and kind. Just be aware that there is no door separating the AirBnB space from the stairwell that connects to the other levels of the building (there IS a bedroom door, of course, that can function as the separator)"
3831,732864204,"LOCATION!! VALUE!! Perfect for last minute bookings and one night stays. Close to everything and in a beautiful neighborhood. You are in a family home and so be aware that a family lives there, you can hear people talking and other household noise. Otherwise a great place to stay if you need a quick booking with all the amenities you might want.  PS: newly renovated kitchen :)"
3831,735235077,"LisaRoxanne's place is a good place to stay! I was there for about a week while I looked at apartments in the area. There is a ton of space, which is hard to come by in the city. I really liked having the bedroom to rest in and the kitchen/dining area to eat and work. LisaRoxanne was very nice, friendly and accomodating! It's not the fanciest place, but it certainly does the trick for a spacious crash pad."
3831,739404358,"Lisa was a great hostess! An unforeseen issue came up, and she refunded me for my stay right away. She's a very nice person, and fun to talk to."
3831,740339396,"Great value for the price. Host was very nice and helpful, made our trip easy!"
3831,746860597,"Pros: The kitchen is great. The cookware is top of the line for an airbnb (Website hidden by Airbnb) The bedroom is comfortable (Website hidden by Airbnb) The apartment is spacious (Website hidden by Airbnb) The bathroom is very nice, though you get some hot blasts in the shower from time to (Website hidden by Airbnb) time.
Cons: We wish there was a wall and a door on the third floor to seal off the kids' noise from (Website hidden by Airbnb) the second floor."
3831,747878648,Great host.
3831,748222819,Great place and very hospitable and accommodating host
3831,748915001,"I stayed here with my partner for just one night. really affordable and great location! just a heads up. you're staying in one part of a house that a family lives in. They are super nice and respectful, but you can hear them from the Airbnb in the morning and early evening. That wasn't a problem for us at all, but might be a problem if you're looking for truly your own space."
3831,749864823,LisaRoxanne was incredibly friendly and accommodating!
5178,587844402,"Great location, great amenities, great flexibility for checkin and luggage storage. The room got more than everything you need. Sometimes the toilet was not flushing properly, but everything else were alright during our short stay."
5178,592251184,Great location.  Close to so much.  Great value.
5178,598952933,"Building was old, flat looked old too. I would say that this is the only bad thing about this, but... HE Y! almost whole Manhattan is old so it wasn't a flaw. Everything was perfect. :)"
5178,600353982,"A true gem!!! I was on a solo trip to explore the city and mostly watch musicals! This location was the most perfect. Easy access to tkts Lincoln center AND times square locations, so I got amzing tickets every day, wed and sat twice a day! Food is all around u! 24/7. The room is very simple, but very comfortable, hard bed (I hate soft beds) nice pillows everything changed clean and fresh! He was also super nice when giving me the keys, and so flexible with check in/out time. I HIGHLY recommend this place, for solo travelers that needs a ny style place to stay for very affordable and in the middle of the action! Im booking again for may and August."
5178,604840818,"Shunichi was an excellent host. He stayed up late to meet me on the 
night that I arrived and he responded promptly by text to the few
questions I had during my stay. The room had not only a bed and desk,
but also its own refrigerator and microwave. The location was very
convenient and the price reasonable. I would definitely stay with
Shunichi again if I visit Midtown Manhattan."
5178,606760196,A simple and peaceful retreat after a long day in the city. Much appreciated the unintrusive hospitality.
5178,609277533,"Great location, great price, and has all you need for a place to come back to at the end of the night after a day of exploring. The room & bathroom could use some cleaning, but the bed itself was clean and for my stay that’s all I really needed."
5178,609923927,"Not fancy, but functional, and a great location."
5178,611610118,That’s amazing location :)
5178,612023468,Great location.
5178,615910207,Great location and price for an NYC trip. Host was always responsive and helpful
5178,618663219,Great location!
5178,667781125,"This place is located in a convenient midtown location, near transportation. It’s near a busy avenue so can be loud at times. The room was comfortable and had everything I needed."
5803,598603219,"The house is at a perfect location in park slope, one of the best neighbourhoods of brooklyn. Lots of restaurants and bars nearby. Also the subway station is one block away. In 25 minutes in mid-town manhattan. The house has a nice atmosphere and  is very clean. Lots of suggestions by our host for activities to do in NY."
5803,613651586,"Laurie's package of info is a wealth of info. And, of course, so is she! Whatever you need or are seeking, she has suggestions to help make this happen. Convenient location with lots of space. Ideal place to explore Park Slope."
5803,619687618,Laurie was so kind and offered my friend and me because of the Covid 19 situation the apartment (flat)  instead of the room we booked. The apartment is very cosy and furnished with love. The area Park Slope is full of nice shops and restaurants. The booklet Laurie send us was very useful. Thank you :)
5803,662423737,"My situation was unique in that I stayed in Laurie's beautiful old home during a quarantine in preparation for my son's wedding. I had the place mostly to myself, but the location and the space was perfect. It was quiet and close to plenty of food and wine needs. Her cats - Batman and Robin - kept me company and kept me from missing my own furry babies back home. I especially enjoyed the back garden on a cool afternoon. As quarantines go, it was pretty nice!"
5803,701169161,Great place to stay and great hospitality!
5803,747112420,Beautiful home and great location. Laurie is super welcoming and helpful. Would absolutely stay again in a heartbeat!
6848,610471301,"Decent, not great. The bed was comfortable, but the mattress protector had a huge coffee-like stain on it and the bed skirt was dusty. The photos are enhanced to make this below-grade apartment seem brighter than it actually is. Minimal amenities; not even any coffee unless someone before you was generous enough to leave some behind. We were left with someone’s decaf and some old tea. You can hear outside noise, but that’s to be expected. What’s not expected was being able to hear everything from the hosts upstairs. VERY thin walls. We could hear them walking around, opening doors, coughing, etc. Also their bird. I don’t know what kind of bird it was, but it’s a loud screeching type, not a small chirping bird. It wasn’t very active until the morning we were checking out when it was squawking very loudly all morning long. The hosts were also stomping around upstairs, repeatedly going up and down the stairs outside the apt door, and opening/closing heavy doors all morning. I don’t know whether all of this activity was intentional, but since no other morning was that excessively noisy other than the one on check out day, it sure felt intentional and very rude. Maybe they have had other guests overstay past check out time, but that’s really no reason to punish future guests.

There are better deals with the new pod hotels that are cleaner and closer to where you want to be. We’ll be going that route next time."
6848,612029321,Good apartment!!
6848,613247747,Irina was a gracious host. The apartment is large for NYC. Great location!
6848,615261296,"Allen & Irina are great hosts. My partner and I stayed at this studio apartment for a week during a networking trip and it was perfect. Large private studio a few blocks from the subway, perfect for a weekend or long term stay! Would recommend to anyone going to NYC looking for a private place."
6848,616364517,"Allen and Irina's studio is quite lovely! Very well decorated and spacious enough to spread your things out and relax. Perfect for two guests. We loved the location -- very close to coffee shops, restaurants, bars and just a quick metro ride into the city! We did not stay long enough to utilize the kitchen, but it seems perfect for guests who want to cook during their stay!"
6848,619071518,"There are a lot of noise, not only from the neighbourhood, but you can hear everything from the hosts who live upstairs. They have a bird or another animal that makes noises all day long and night. Additionally, every morning it sounded like someone was trying to break down the window in the kitchen - rather disturbing."
7097,595658025,This is a lovely garden apartment in The Ft Greene neighborhood - great location for visiting Brooklyn and Manhattan.  Spacious and comfortable..    Jane was a super host...  I hope to go back soon.
7097,603398188,She is so kind. The house is beautiful and retio~I love it
7097,607281950,"Second time booking with Jane. Great place. Great neighborhood. Comfortable bed, luxe linens, awesome shower! Sunny kitchenette with garden view."
7097,609824428,"This place is a gem! Quiet, comfortable, stylish, great location! 
Bed is comfortable, plenty of room to relax after dinner or sightseeing, and a great shower!! Jane was amazing  with her responses and accomodated our needs. We will definitely stay here again when back
In BK."
7097,617996452,Just an excellent place to stay
7097,633598355,Jane's place has a stunning garden just one block from Fort Greene park. She was very responsive and accommodating - including upgrading the wifi router when we were having connectivity issues. Checkin and checkout was seamless.
7097,634330909,Great host. Place was spotless and the open concept throughout the house is amazing.  I would definitely stay again. Thanks again Jane
7097,635415278,Beautifully decorated and a great location! Jane was very helpful and accommodating. Would definitely stay again!
7097,636202521,Jane was a lovely host. The hospitality was outstanding and the home was sparkling clean. I would highly recommend staying here for a relaxing getaway.
7097,640541934,"I wanted a short stay for rest and relaxation, and this beautiful place was definitely it. Jane was very accommodating with my last minute booking. The place is absolutely beautiful, and the back yard is peaceful and serene.Great location, area very quiet. Will definitely stay again in the near future."
7097,646728696,"This place was fantastic! Very cute, comfortable, clean, loved the location. Would definitely stay again!"
7097,665463808,"Just as advertised and a bit more, we would stay again, hopefully COVID is gone next time but great nonetheless!"
7097,667069179,"I cannot even begin to say how lovely Jane and her home was. The place itself is beautiful, very ornate and the details of the place are amazing. The space was even larger than the pictures. It’s in a very nice location with an easy walk to several subway stations. Jane was such a kind host – the best I’ve ever personally had staying at an Airbnb. She helped us out-of-towners navigate the subway, parking, and was friendly and quick to respond to any questions or inquiries. We will definitely be back in the future!"
7097,669080614,"Jane’s place is well-appointed and had everything we needed - a well-stocked kitchenette, comfortable beds, a clean bathroom with great water pressure, and lots of charm. It also has a fabulous outdoor space.

Check-in and checkout were easy, and Jane was very accommodating. She offered to make up the pullout couch for us before we arrived, which was helpful. 

The property is located on a picturesque, tree-lined street. We took a road trip to visit family and easily found street parking nearby. The location felt safe and although we didn’t go out much because of the pandemic, it’s within walking distance of lots of coffee shops, corner groceries, and restaurants. We visited beautiful Fort Greene Park a number of times, about a block away. There’s a great farmers market there on Saturdays."
7097,705435055,Lovely comfortable apartment.  Beautiful  backyard and great location.  Jane is very accommodating and thoughtful.  We had a wonderful stay . Would cone back again
7097,707423486,"We’ve stayed here twice and will reserve again. Large rooms, large and comfortable bed. Lovely outdoor space. Convenient location close to the park."
7097,708043970,This apartment was wonderful and I felt very confident that it was clean the moment I walked in. I would absolutely stay here again.
7097,708338146,There is a lovely garden and a nice living room with a big tv hooked up to cable.  The wifi is good.  And the shower has great water pressure.  It is a very cute apartment in a lovely location.
7097,708995498,"Jane's place is fantastic.  Great location, perfectly clean, and comfortable.  Jane even left fresh flowers for us in the kitchen, much appreciated touch!"
7097,713435857,"Jane was a great host. She was quick in communicating, flexible when our plans changed and very accommodating. The apartment was very clean and well kept. It is very well located just a block from Fort Green park and a short walk to restaurants and transit lines, yet is very quiet with very little street noise. There is a nice view on to the back garden."
7097,720990273,"Jane was an excellent host, quick and thoughtful communication, offered additional space if needed, very accommodating.  Excellent WiFi/internet, large TV w/cable, remodeled shower, seemingly isolated from street noise.  A very short walk to Forte Green park and local businesses.  A very nice outdoor garden space to view from inside or walk into. A great location."
7097,722775693,"Lots of light in the kitchen, huge comfy couch + ottoman. Quality wood floors and tile bathroom. I felt like I had a calm retreat in the middle of Ft. Greene."
7097,724049112,"Jane’s space is perfect for a special city stay. Jane herself is thoughtful, attentive, and kind. We’re grateful to her for letting us stay there twice now."
7097,726829088,great place great host
7097,746636507,"It’s hard to describe just how beautiful this location is. If the huge, sunny backyard isn’t enough roaming ground for you, you’re just a few paces from Fort Greene park. There’s a real feeling of serenity and charm here."
7097,748930589,"We had a lovely stay at Jane's beautiful apartment and garden.  So spacious and comfortable (particularly the king size bed!). The garden is extraordinary with its magnolias in full bloom, tulips and daffodils and we loved experiencing life for a week on one of the prettiest neighborhoods in Brooklyn so close to our family.  Far superior to a hotel stay.  We highly recommend and will be back!"
7097,750768335,Jane’s place was great. Very spacious. Amazing outdoor space. Unique light filled kitchenette. High end bathroom. The neighborhood is full of restaurants and cafes. Very quiet and good internet. Jane is super easy to communicate with and a lovely host.
7097,752420203,Great place and conveniently located for our needs.
7097,753297851,We thoroughly enjoyed our stay at Janes. The location was ideal for us. The listing well represented the apartment and the back yard was a beautiful retreat. We intend to come back!
8490,604208369,"It is a charming, cozy space with lots of character. My sisters, niece and I enjoyed cooking together, snuggling up chatting and laughing in what felt like a sweet vacation cabin In country."
8490,637841410,"Natalie's place was stylish, eclectic and comfortable. The balcony and living rooms a were definitely our favorite. A big daybed full of pillows on the balcony was perfect for us to enjoy the cool night air and each other's company. There are many comfy places to lay your head and sage to clear the air and unwind. Great value for such a large space."
8490,640519740,"I’ve been to a lot of Airbnb’s in Brooklyn, but this is by far one of my favorites.  The place is clean and very very cozy.  If you sit down to watch tv you might just wind up napping.  The place is amazing, from decor to patio, to the way everything has been arranged.  Even the old style bathroom was cool.  If it wasn’t for Covid there’d be a lot of bars open nearby.  Still, a great experience if you want to stay in."
8490,661654540,"Nathalie’s home is an absolute dream in the heart of Bed- Stuy. Booking couldn’t have been a simpler process as Nathalie is extremely communicative and responded nearly immediately. Read the rules! Everything is very clear! No stress check in, arrive and use the lockbox whenever you’re ready. Once you open the door you’re going to fall in love and want to cancel any and all plans to go out (you’re also going to wake up on Sunday and immediately extend your reservation.. just trust me and book Sunday night as well.) The backyard space paired with a glass of wine and the essence of whatever vibe is happening on the block is prime entertainment in and of itself. You’re in the heart of Bed- Stuy with access to the train only a few blocks down giving you the accessibility to explore whatever part of town you’re in the mood for although you can find almost any vibe you’re looking for within a few blocks. Early mornings in Nathalie’s space was really prime time though, the natural light that streams through all the windows in the apartment was so beautiful to wake up to. As someone who’s been traveling to New York over the past few years, Nathalie’s home was genuinely everything I could’ve asked for. Do yourself a favour and experience it for yourself!!"
8490,706248397,"Nathalie's home is lovely with really interesting decorations. She was also very responsive, even when I was having wifi trouble. (Thank you very much!) I'd recommend staying in Nathalie’s brownstone."
8490,707422066,"Love the space and the patio! A true brownstone on a Brooklyn treelined block, absolutely gorgeous."
8490,714741472,"Beautiful apartment, tons of natural light, great host and perfect location"
8490,715562290,Beautiful place. I stay coming back for a relaxing time. Nathalie is great.
8490,721541125,"Our stay at Nathalie's place was quiet, cozy, and restful. Her place is in Bed-Stuy on a quiet block, but close to some of the main streets in Bed-Stuy and Crown Heights. We spent our days reading, taking baths, and eating pastries and pizza from nearby Saraghina. Nathalie's prompt communication and contact-less check-in made for an easy arrival & settling in."
8490,723679249,"Nathalie’s place was just lovely and I wanted to write a very honest review for future guests to know exactly what their receiving. I’ve stayed in over 200 Airbnb’s throughout my four year travels and this apartment really stood out for me. The apartment is definitely much more beautiful in person with hand picked pieces that were really put in with love and care. I honestly expected it to be a little dusty because there was a lot of antique pieces but nope, I really felt like home, each pillow I laid on smelled fresh, everything in the apartment was thoroughly cleaned, it just made me feel so comfortable. Nathalie took care of each aspect of the apartment making it warm and cozy with absolutely gorgeous finishes. I loved her style and sense of cleanliness, really would have stayed longer if I could.

Also, the neighborhood was quite lovely as well. Lots of art, culture and great food, transport right at your feet. 

Nathalie was always prompt in communicating back and making sure my stay was going well. This was an awesome place to stay, I thoroughly enjoyed my time here and I hope there will be availability in the future. 

Thank you kindly Nathalie for having us, we really appreciate your hospitality."
8490,726530654,"Nathalie’s place was amazing ! Everything was clean and I loved having the full kitchen so I could cook . The terrace was amazing and Nathalie responded very quick when we would communicate. 
The sunlight coming in through the windows in the morning was outstanding! And the place was laid out very very well. I loved all the decorations and everything and it was very peaceful! I would definitely stay again!"
8490,730241544,Very cozy spot! Great place to spend the day in just relaxing but also centrally located to head out into the city. Would stay again!
8490,731582946,"These pictures don’t do Nathalie’s home justice - as great as it looks, it’s even better in person. So unique, amazing natural light, and you can tell how thoughtfully everything has been chosen in the apartment - overall it’s one of my favorite places I’ve stayed. Great location & Nathalie was super communicative & accommodating as well. Would love to stay again in the future"
8490,743815315,"Nathalie’s place was a perfect spot for my mom while she visited me in Bed Stuy. Easy check in and check out, perfect location, beautiful decor, and a private terrace! Will definitely book again. Thank you Nathalie!"
8490,747346037,"Wonderful apartment that feels super unique and cozy, with the deck space outside it's the perfect spot for a staycation and close to tons of great food! Loved the time here and would definitely come back again!"
8490,750595747,Such a cute space!!! Probably the most adorable apartment I've ever stayed in. There's a nice little PRIVATE back patio that's great for warmer nights :) The whole space has a very charming vintage feel. The train is a fairly close walk and so are lots of good delis and restaurants. Friendly neighbors as well.
8490,751868696,An amazing little place in a great part of town.
9657,669601823,Dana's place is really the Best location you can stay at in NYC. A super stylish pad in a building with pre-war charm in the heart of the artistic core of the east village. A really great Italian restaurant downstairs. Top.
